Program Version:,EnergyPlus, Version 25.1.0-c4ec94aef2, YMD=2025.07.02 12:31
Tabular Output Report in Format: ,Comma

Building:,Building 1
Environment:,CEA_DENVER_0509 (01-01:31-12) ** Denver Intl Ap CO USA TMY3 WMO#=725650

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      8760.00 hours

Site and Source Energy

,,Total Energy [GJ],Energy Per Total Building Area [MJ/m2],Energy Per Conditioned Building Area [MJ/m2]
,Total Site Energy,25586.46,7195.30,7776.23
,Net Site Energy,25586.46,7195.30,7776.23
,Total Source Energy,81032.33,22787.53,24627.31
,Net Source Energy,81032.33,22787.53,24627.31


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating Water,3.613
,District Heating Steam,1.200
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil No 1,1.050
,Fuel Oil No 2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,3555.99
,Net Conditioned Building Area,3290.34
,Unconditioned Building Area,265.65


End Uses

,,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,Heating,140.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Cooling,3438.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,17198.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,714.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,3444.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,600.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,49.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,
,Total End Uses,25586.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10303.03
Note: Electricity appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [GJ],Natural Gas [GJ],Gasoline [GJ],Diesel [GJ],Coal [GJ],Fuel Oil No 1 [GJ],Fuel Oil No 2 [GJ],Propane [GJ],Other Fuel 1 [GJ],Other Fuel 2 [GJ],District Cooling [GJ],District Heating Water [GJ],District Heating Steam [GJ],Water [m3]
,GERMINATION:GERMINATION_PARTITION_4_0_0,CEA_DENVER INTERNAL WALLS,GERMINATION:GERMINATION,GERMINATION:GERMINATION,NGA:TRANSPLANT_PARTITION_4_0_10024,0.50,2.511,6.302,16.72,16.72,270.00,90.00,W
,GERMINATION:GERMINATION_PARTITION_5_0_0,CEA_DENVER INTERNAL WALLS,GERMINATION:GERMINATION,GERMINATION:GERMINATION,NGA:CAS_PARTITION_3_0_10025,0.50,2.511,6.302,6.69,6.69,180.00,90.00,S
,GERMINATION:GERMINATION_PARTITION_6_0_0,CEA_DENVER INTERNAL WALLS,GERMINATION:GERMINATION,GERMINATION:GERMINATION,NGA:CAS_PARTITION_2_0_10026,0.50,2.511,6.302,12.26,12.26,270.00,90.00,W
,GERMINATION:GERMINATION_PARTITION_7_0_0,CEA_DENVER INTERNAL WALLS,GERMINATION:GERMINATION,GERMINATION:GERMINATION,NGA:CAS_PARTITION_19_0_10027,0.50,2.511,6.302,20.53,20.53,180.00,90.00,S
,NGA:LUNCH_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,NGA:LUNCH,NGA:LUNCH,NGA:MENS_PARTITION_4_0_10028,0.50,2.511,6.302,16.72,16.72,90.00,90.00,E
,NGA:LUNCH_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,NGA:LUNCH,NGA:LUNCH,NGA:CAS_PARTITION_8_0_10029,0.50,2.511,6.302,15.39,15.39,0.00,90.00,N
,NGA:MENS_PARTITION_4_0_10028,CEA_DENVER INTERNAL WALLS_REV,NGA:MENS,NGA:MENS,NGA:LUNCH_PARTITION_2_0_0,0.50,2.511,6.302,16.72,16.72,270.00,90.00,W
,NGA:MENS_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,NGA:MENS,NGA:MENS,NGA:WOMENS_PARTITION_4_0_10030,0.50,2.511,6.302,16.72,16.72,90.00,90.00,E
,NGA:MENS_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,NGA:MENS,NGA:MENS,NGA:CAS_PARTITION_9_0_10031,0.50,2.511,6.302,15.39,15.39,0.00,90.00,N
,NGA:WOMENS_PARTITION_4_0_10030,CEA_DENVER INTERNAL WALLS_REV,NGA:WOMENS,NGA:WOMENS,NGA:MENS_PARTITION_2_0_0,0.50,2.511,6.302,16.72,16.72,270.00,90.00,W
,NGA:WOMENS_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,NGA:WOMENS,NGA:WOMENS,NGA:STORAGE_PARTITION_4_0_10032,0.50,2.511,6.302,16.72,16.72,90.00,90.00,E
,NGA:WOMENS_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,NGA:WOMENS,NGA:WOMENS,NGA:CAS_PARTITION_10_0_10033,0.50,2.511,6.302,15.39,15.39,0.00,90.00,N
,NGA:STORAGE_PARTITION_4_0_10032,CEA_DENVER INTERNAL WALLS_REV,NGA:STORAGE,NGA:STORAGE,NGA:WOMENS_PARTITION_2_0_0,0.50,2.511,6.302,16.72,16.72,270.00,90.00,W
,NGA:STORAGE_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,NGA:STORAGE,NGA:STORAGE,NGA:OFFICE_PARTITION_4_0_10034,0.50,2.511,6.302,16.72,16.72,90.00,90.00,E
,NGA:STORAGE_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,NGA:STORAGE,NGA:STORAGE,NGA:CAS_PARTITION_11_0_10035,0.50,2.511,6.302,15.39,15.39,0.00,90.00,N
,NGA:OFFICE_PARTITION_4_0_10034,CEA_DENVER INTERNAL WALLS_REV,NGA:OFFICE,NGA:OFFICE,NGA:STORAGE_PARTITION_2_0_0,0.50,2.511,6.302,16.72,16.72,270.00,90.00,W
,NGA:OFFICE_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,NGA:OFFICE,NGA:OFFICE,NGA:SERVICE_PARTITION_4_0_10036,0.50,2.511,6.302,16.72,16.72,90.00,90.00,E
,NGA:OFFICE_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,NGA:OFFICE,NGA:OFFICE,NGA:CAS_PARTITION_12_0_10037,0.50,2.511,6.302,15.39,15.39,0.00,90.00,N
,NGA:SERVICE_PARTITION_4_0_10036,CEA_DENVER INTERNAL WALLS_REV,NGA:SERVICE,NGA:SERVICE,NGA:OFFICE_PARTITION_2_0_0,0.50,2.511,6.302,16.72,16.72,270.00,90.00,W
,NGA:SERVICE_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,NGA:SERVICE,NGA:SERVICE,NGA:CAS_PARTITION_13_0_10038,0.50,2.511,6.302,15.39,15.39,0.00,90.00,N
,NGA:TRANSPLANT_PARTITION_5_0_10003,CEA_DENVER INTERNAL WALLS_REV,NGA:TRANSPLANT,NGA:TRANSPLANT,MECH:MECH_PARTITION_5_1_0,0.50,2.511,6.302,27.22,27.22,0.00,90.00,N
,NGA:TRANSPLANT_PARTITION_4_0_10024,CEA_DENVER INTERNAL WALLS_REV,NGA:TRANSPLANT,NGA:TRANSPLANT,GERMINATION:GERMINATION_PARTITION_4_0_0,0.50,2.511,6.302,16.72,16.72,90.00,90.00,E
,NGA:TRANSPLANT_PARTITION_2_0_0,CEA_DENVER INTERNAL WALLS,NGA:TRANSPLANT,NGA:TRANSPLANT,NGA:CAS_PARTITION_5_0_10039,0.50,2.511,6.302,12.26,12.26,90.00,90.00,E
,NGA:TRANSPLANT_PARTITION_3_0_0,CEA_DENVER INTERNAL WALLS,NGA:TRANSPLANT,NGA:TRANSPLANT,NGA:CAS_PARTITION_4_0_10040,0.50,2.511,6.302,6.69,6.69,180.00,90.00,S
,NGA:TRANSPLANT_PARTITION_7_0_0,CEA_DENVER INTERNAL WALLS,NGA:TRANSPLANT,NGA:TRANSPLANT,NGA:CAS_PARTITION_6_0_10041,0.50,2.511,6.302,20.53,20.53,180.00,90.00,S
,NGA:CAS_PARTITION_18_0_10004,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,MECH:MECH_PARTITION_6_0_0,0.50,2.511,6.302,8.92,8.92,270.00,90.00,W
,NGA:CAS_PARTITION_18_0_10006,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,ELEVATOR:ELEVATOR_PARTITION_2_2_0,0.50,2.511,6.302,10.40,10.40,270.00,90.00,W
,NGA:CAS_PARTITION_17_0_10021,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,GA1F:GA1F_PARTITION_5_3_0,0.50,2.511,6.302,11.15,11.15,0.00,90.00,N
,NGA:CAS_PARTITION_18_0_10023,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,GERMINATION:GERMINATION_PARTITION_2_0_0,0.50,2.511,6.302,28.99,28.99,270.00,90.00,W
,NGA:CAS_PARTITION_3_0_10025,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,GERMINATION:GERMINATION_PARTITION_5_0_0,0.50,2.511,6.302,6.69,6.69,0.00,90.00,N
,NGA:CAS_PARTITION_2_0_10026,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,GERMINATION:GERMINATION_PARTITION_6_0_0,0.50,2.511,6.302,12.26,12.26,90.00,90.00,E
,NGA:CAS_PARTITION_19_0_10027,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,GERMINATION:GERMINATION_PARTITION_7_0_0,0.50,2.511,6.302,20.53,20.53,0.00,90.00,N
,NGA:CAS_PARTITION_8_0_10029,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:LUNCH_PARTITION_3_0_0,0.50,2.511,6.302,15.39,15.39,180.00,90.00,S
,NGA:CAS_PARTITION_9_0_10031,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:MENS_PARTITION_3_0_0,0.50,2.511,6.302,15.39,15.39,180.00,90.00,S
,NGA:CAS_PARTITION_10_0_10033,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:WOMENS_PARTITION_3_0_0,0.50,2.511,6.302,15.39,15.39,180.00,90.00,S
,NGA:CAS_PARTITION_11_0_10035,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:STORAGE_PARTITION_3_0_0,0.50,2.511,6.302,15.39,15.39,180.00,90.00,S
,NGA:CAS_PARTITION_12_0_10037,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:OFFICE_PARTITION_3_0_0,0.50,2.511,6.302,15.39,15.39,180.00,90.00,S
,NGA:CAS_PARTITION_13_0_10038,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:SERVICE_PARTITION_3_0_0,0.50,2.511,6.302,15.39,15.39,180.00,90.00,S
,NGA:CAS_PARTITION_5_0_10039,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:TRANSPLANT_PARTITION_2_0_0,0.50,2.511,6.302,12.26,12.26,270.00,90.00,W
,NGA:CAS_PARTITION_4_0_10040,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:TRANSPLANT_PARTITION_3_0_0,0.50,2.511,6.302,6.69,6.69,0.00,90.00,N
,NGA:CAS_PARTITION_6_0_10041,CEA_DENVER INTERNAL WALLS_REV,NGA:CAS,NGA:CAS,NGA:TRANSPLANT_PARTITION_7_0_0,0.50,2.511,6.302,20.53,20.53,0.00,90.00,N
,NGA:CAS_PARTITION_15_0_0,CEA_DENVER INTERNAL WALLS,NGA:CAS,NGA:CAS,NGA:CLEANING_PARTITION_5_0_10042,0.50,2.511,6.302,26.76,26.76,0.00,90.00,N
,NGA:CAS_PARTITION_16_0_0,CEA_DENVER INTERNAL WALLS,NGA:CAS,NGA:CAS,NGA:CLEANING_PARTITION_4_0_10043,0.50,2.511,6.302,13.38,13.38,90.00,90.00,E
,NGA:CLEANING_PARTITION_3_0_10022,CEA_DENVER INTERNAL WALLS_REV,NGA:CLEANING,NGA:CLEANING,GA1F:GA1F_PARTITION_5_4_0,0.50,2.511,6.302,26.76,26.76,0.00,90.00,N
,NGA:CLEANING_PARTITION_5_0_10042,CEA_DENVER INTERNAL WALLS_REV,NGA:CLEANING,NGA:CLEANING,NGA:CAS_PARTITION_15_0_0,0.50,2.511,6.302,26.76,26.76,180.00,90.00,S
,NGA:CLEANING_PARTITION_4_0_10043,CEA_DENVER INTERNAL WALLS_REV,NGA:CLEANING,NGA:CLEANING,NGA:CAS_PARTITION_16_0_0,0.50,2.511,6.302,13.38,13.38,270.00,90.00,W


Exterior Fenestration

,,Construction,Zone,Space,Frame and Divider,Glass Area [m2],Frame Area [m2],Divider Area [m2],Area of One Opening [m2],Area of Multiplied Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Frame Conductance [W/m2-K],Divider Conductance [W/m2-K],NFRC Product Type,Assembly U-Factor [W/m2-K],Assembly SHGC,Assembly Visible Transmittance,Shade Control,Parent Surface,Azimuth [deg],Tilt [deg],Cardinal Direction
,NGA:LUNCH_WALL_4_0_0_0_0_1_WIN,CEA_DENVER GLAZING - 1001,NGA:LUNCH,NGA:LUNCH,1,1.59,0.21,0.05,1.86,3.72,0.908,0.170,0.153,1.306,1.306,CurtainWall,0.920,0.156,0.138,No,NGA:LUNCH_WALL_4_0_0,270.00,90.00,W
,NGA:LUNCH_WALL_5_0_0_0_0_1_WIN,CEA_DENVER GLAZING - 1001,NGA:LUNCH,NGA:LUNCH,1,1.59,0.21,0.05,1.86,3.72,0.908,0.170,0.153,1.306,1.306,CurtainWall,0.920,0.156,0.138,No,NGA:LUNCH_WALL_5_0_0,180.00,90.00,S
,NGA:OFFICE_WALL_5_0_0_0_0_1_WIN,CEA_DENVER GLAZING - 1001,NGA:OFFICE,NGA:OFFICE,1,1.59,0.21,0.05,1.86,3.72,0.908,0.170,0.153,1.306,1.306,CurtainWall,0.920,0.156,0.138,No,NGA:OFFICE_WALL_5_0_0,180.00,90.00,S
,NGA:SERVICE_WALL_2_0_0_0_0_1_WIN,CEA_DENVER GLAZING - 1001,NGA:SERVICE,NGA:SERVICE,1,1.59,0.21,0.05,1.86,3.72,0.908,0.170,0.153,1.306,1.306,CurtainWall,0.920,0.156,0.138,No,NGA:SERVICE_WALL_2_0_0,90.00,90.00,E
,NGA:SERVICE_WALL_5_0_0_0_0_1_WIN,CEA_DENVER GLAZING - 1001,NGA:SERVICE,NGA:SERVICE,1,1.59,0.21,0.05,1.86,3.72,0.908,0.170,0.153,1.306,1.306,CurtainWall,0.920,0.156,0.138,No,NGA:SERVICE_WALL_5_0_0,180.00,90.00,S
,NGA:TRANSPLANT_WALL_6_0_0_0_0_3_WIN,CEA_DENVER GLAZING - 1001,NGA:TRANSPLANT,NGA:TRANSPLANT,1,1.59,0.21,0.05,1.86,7.43,0.908,0.170,0.153,1.306,1.306,CurtainWall,0.920,0.156,0.138,No,NGA:TRANSPLANT_WALL_6_0_0,270.00,90.00,W
,Total or Average,,,,,,,,,26.01,0.908,0.170,0.153,,,,,,,,,,,
,North Total or Average,,,,,,,,,0.00,-,-,-,,,,,,,,,,,
,Non-North Total or Average,,,,,,,,,26.01,0.908,0.170,0.153,,,,,,,,,,,


Exterior Fenestration Shaded State

,,Frame and Divider,Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,NFRC Product Type,Assembly U-Factor [W/m2-K],Assembly SHGC,Assembly Visible Transmittance
,None,,,,,,,,


Interior Fenestration

,,Construction,Zone,Space,Area of One Opening [m2],Area of Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Parent Surface
,Total or Average,,,,,0.00,-,-,-,


Exterior Door

,,Construction,Zone,Space,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,None,,,,,,,


Interior Door

,,Construction,Zone,Space,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,None,,,,,,,


Opaque Construction Layers

,,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 10
,CEA_DENVER FLOOR - GROWINGAREA,6 in. Concrete at R-0.0625/in (NW 145 lb/ft3 solid concrete)_.1524,,,,,,,,,
,CEA_DENVER FLOOR - GROWINGAREA_REV,6 in. Concrete at R-0.0625/in (NW 145 lb/ft3 solid concrete)_.1524,,,,,,,,,
,CEA_DENVER ROOF - GROWINGAREA,3_RVAL_1,,,,,,,,,
,CEA_DENVER INTERNAL WALLS,CEA_Gypsum_.0127,CEA_Gypsum_.0127,,,,,,,,
,CEA_DENVER INTERNAL WALLS_REV,CEA_Gypsum_.0127,CEA_Gypsum_.0127,,,,,,,,
,CEA_DENVER EXTERNAL WALL - ELEVATOR,8 in. Concrete at R-0.0625/in (NW 145 lb/ft3 solid concrete)_.2032,,,,,,,,,
,CEA_DENVER EXTERNAL WALL - GROWINGAREA,9_RVAL_1,,,,,,,,,
,CEA_DENVER EXTERNAL WALL - NONGROWINGAREA,11_RVAL_1,CEA_Gypsum_.0127,,,,,,,,


----------------------------------------------------------------------------------------------------
REPORT:,Lighting Summary
FOR:,Entire Facility
Interior Lighting

,,Zone Name,Space Name,Space Type,Lighting Power Density [W/m2],Space Area [m2],Total Power [W],End Use Subcategory,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Return Air Fraction,Conditioned (Y/N),Consumption [GJ]
,MECH:MECH GENERAL LIGHTING,MECH:MECH,MECH:MECH,GENERAL,15.0000,56.88,853.23,ELECTRIC EQUIPMENT#MECH:MECH#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,N,9.94
,ELEVATOR:ELEVATOR GENERAL LIGHTING,ELEVATOR:ELEVATOR,ELEVATOR:ELEVATOR,GENERAL,15.0000,18.18,272.69,ELECTRIC EQUIPMENT#ELEVATOR:ELEVATOR#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,N,3.18
,STAIRS1:STAIRS1 GENERAL LIGHTING,STAIRS1:STAIRS1,STAIRS1:STAIRS1,GENERAL,15.0000,6.39,95.84,ELECTRIC EQUIPMENT#STAIRS1:STAIRS1#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,N,1.12
,GA3F:GA3F GENERAL LIGHTING,GA3F:GA3F,GA3F:GA3F,GENERAL,15.0000,950.66,14259.86,ELECTRIC EQUIPMENT#GA3F:GA3F#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,166.08
,GA2F:GA2F GENERAL LIGHTING,GA2F:GA2F,GA2F:GA2F,GENERAL,15.0000,950.66,14259.86,ELECTRIC EQUIPMENT#GA2F:GA2F#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,166.08
,GA1F:GA1F GENERAL LIGHTING,GA1F:GA1F,GA1F:GA1F,GENERAL,15.0000,951.58,14273.64,ELECTRIC EQUIPMENT#GA1F:GA1F#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,166.24
,STAIRS2:STAIRS2 GENERAL LIGHTING,STAIRS2:STAIRS2,STAIRS2:STAIRS2,GENERAL,15.0000,7.14,107.10,ELECTRIC EQUIPMENT#STAIRS2:STAIRS2#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,N,1.25
,MECHSHAFT:MECHSHAFT GENERAL LIGHTING,MECHSHAFT:MECHSHAFT,MECHSHAFT:MECHSHAFT,GENERAL,15.0000,177.06,2655.90,ELECTRIC EQUIPMENT#MECHSHAFT:MECHSHAFT#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,N,30.93
,GERMINATION:GERMINATION GENERAL LIGHTING,GERMINATION:GERMINATION,GERMINATION:GERMINATION,GENERAL,15.0000,52.45,786.79,ELECTRIC EQUIPMENT#GERMINATION:GERMINATION#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,9.16
,NGA:LUNCH GENERAL LIGHTING,NGA:LUNCH,NGA:LUNCH,GENERAL,15.0000,18.14,272.08,ELECTRIC EQUIPMENT#NGA:LUNCH#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,3.17
,NGA:MENS GENERAL LIGHTING,NGA:MENS,NGA:MENS,GENERAL,15.0000,18.59,278.86,ELECTRIC EQUIPMENT#NGA:MENS#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,3.25
,NGA:WOMENS GENERAL LIGHTING,NGA:WOMENS,NGA:WOMENS,GENERAL,15.0000,18.59,278.86,ELECTRIC EQUIPMENT#NGA:WOMENS#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,3.25
,NGA:STORAGE GENERAL LIGHTING,NGA:STORAGE,NGA:STORAGE,GENERAL,15.0000,18.59,278.86,ELECTRIC EQUIPMENT#NGA:STORAGE#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,3.25
,NGA:OFFICE GENERAL LIGHTING,NGA:OFFICE,NGA:OFFICE,GENERAL,15.0000,18.59,278.86,ELECTRIC EQUIPMENT#NGA:OFFICE#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,3.25
,NGA:SERVICE GENERAL LIGHTING,NGA:SERVICE,NGA:SERVICE,GENERAL,15.0000,18.14,272.08,ELECTRIC EQUIPMENT#NGA:SERVICE#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,3.17
,NGA:TRANSPLANT GENERAL LIGHTING,NGA:TRANSPLANT,NGA:TRANSPLANT,GENERAL,15.0000,51.65,774.75,ELECTRIC EQUIPMENT#NGA:TRANSPLANT#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,9.02
,NGA:CAS GENERAL LIGHTING,NGA:CAS,NGA:CAS,GENERAL,15.0000,196.60,2949.03,ELECTRIC EQUIPMENT#NGA:CAS#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,34.35
,NGA:CLEANING GENERAL LIGHTING,NGA:CLEANING,NGA:CLEANING,GENERAL,15.0000,26.11,391.64,ELECTRIC EQUIPMENT#NGA:CLEANING#GeneralLights,BLDG_LIGHT_SCH,62.05,167.98,62.05,0.0000,Y,4.56
,Interior Lighting Total,,,,15.0000,3555.99,53339.92,,,,,,,,621.24


Daylighting

,,Zone,Control Name,Daylighting Method,Control Type,Fraction Controlled,Lighting Installed in Zone [W],Lighting Controlled [W]
,None,,,,,,,


Exterior Lighting

,,Total Watts,Astronomical Clock/Schedule,Schedule Name,Scheduled Hours/Week [hr],Hours/Week > 1% [hr],Full Load Hours/Week [hr],Consumption [GJ]
,Exterior Lighting Total,0.00,,,,,,0.00


----------------------------------------------------------------------------------------------------
REPORT:,Equipment Summary
FOR:,Entire Facility
Central Plant

,,Type,Reference Capacity [W],Reference Efficiency [W/W],Rated Capacity [W],Rated Efficiency [W/W],IPLV in SI Units [W/W],IPLV in IP Units [Btu/W-h]
,CEA_DENVER BOILER,Boiler:HotWater,205811.17,0.80,,,,
,CEA_DENVER CHILLER,Chiller:Electric:EIR,1527541.56,3.20,1523915.49,3.20,3.04,10.29
,MAIN TOWER,CoolingTower:SingleSpeed,1610570.97,,,,,


Cooling Coils

,,Type,Design Coil Load [W],Nominal Total Capacity [W],Nominal Sensible Capacity [W],Nominal Latent Capacity [W],Nominal Sensible Heat Ratio,Nominal Efficiency [W/W],Nominal Coil UA Value [W/C],Nominal Coil Surface Area [m2]
,GERMINATION:GERMINATION PTHP COOLING COIL,Coil:Cooling:DX:SingleSpeed,,5431.07,4348.41,1082.65,0.80,3.00,,
,NGA VAV COOLING COIL,Coil:Cooling:Water,20269.34,26924.55,15547.48,11377.07,0.58,-,4851.79,49.21
,GA1F VAV COOLING COIL,Coil:Cooling:Water,387358.95,732359.99,513514.43,218845.56,0.70,-,95858.00,972.25
,GA2F VAV COOLING COIL,Coil:Cooling:Water,525453.45,991815.43,697508.19,294307.25,0.70,-,128468.04,1302.99
,GA3F VAV COOLING COIL,Coil:Cooling:Water,594459.81,1123177.82,788583.09,334594.73,0.70,-,146349.27,1484.36
Nominal values are gross at rated conditions, i.e., the supply air fan heat and electric power NOT accounted for.


DX Cooling Coil Standard Ratings 2017

,,Cooling Coil Type [1],Standard Rating Net Cooling Capacity [W][2],Standard Rating Net COP [W/W][2],EER [Btu/W-h][2],SEER User [Btu/W-h][2,3],SEER Standard [Btu/W-h][2,3],IEER [Btu/W-h][2]
,GERMINATION:GERMINATION PTHP COOLING COIL,Coil:Cooling:DX:SingleSpeed,5176.5,2.51,8.56,9.08,8.59,8.7
<p>ANSI/AHRI ratings account for supply air fan heat and electric power.</p>
<ol>
  <li>EnergyPlus object type.</li>
  <li>Capacity less than 65K Btu/h (19050 W) - calculated as per AHRI Standard 210/240-2017.<br>
      Capacity of 65K Btu/h (19050 W) to less than 135K Btu/h (39565 W) - calculated as per AHRI Standard 340/360-2007.<br>
      Capacity from 135K (39565 W) to 250K Btu/hr (73268 W) - calculated as per AHRI Standard 365-2009 - Ratings not yet supported in EnergyPlus.
  </li>
  <li>SEER (User) is calculated using user-input PLF curve and cooling coefficient of degradation.<br>
      SEER (Standard) is calculated using the default PLF curve and cooling coefficient of degradation from the appropriate AHRI standard.
  </li>
</ol>


DX Cooling Coil Standard Ratings 2023

,,Cooling Coil Type [1],Standard Rating Net Cooling Capacity [W][2],Standard Rating Net COP2 [W/W][2,4],EER2 [Btu/W-h][2,4],SEER2 User [Btu/W-h][2,3],SEER2 Standard [Btu/W-h][2,3],IEER [Btu/W-h][2]
